#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
Karte_des_Deutschen_Reiches_-_408_-_Fritzlar_(1911).jpg,20636556,"{}",4,2,"{""name"":""point"",""cx"":6901,""cy"":5563}","{}"
Karte_des_Deutschen_Reiches_-_408_-_Fritzlar_(1911).jpg,20636556,"{}",4,3,"{""name"":""point"",""cx"":735,""cy"":5570}","{}"
Karte_des_Deutschen_Reiches_-_428_-_Aachen_(1903).jpg,19600814,"{}",4,0,"{""name"":""point"",""cx"":648,""cy"":724}","{}"
Karte_des_Deutschen_Reiches_-_428_-_Aachen_(1903).jpg,19600814,"{}",4,1,"{""name"":""point"",""cx"":6829,""cy"":724}","{}"
Karte_des_Deutschen_Reiches_-_428_-_Aachen_(1903).jpg,19600814,"{}",4,2,"{""name"":""point"",""cx"":6856,""cy"":5576}","{}"
Karte_des_Deutschen_Reiches_-_428_-_Aachen_(1903).jpg,19600814,"{}",4,3,"{""name"":""point"",""cx"":657,""cy"":5582}","{}"
Karte_des_Deutschen_Reiches_-_429_-_Düren_(1902).jpg,16905146,"{}",4,0,"{""name"":""point"",""cx"":636,""cy"":709}","{}"
Karte_des_Deutschen_Reiches_-_429_-_Düren_(1902).jpg,16905146,"{}",4,1,"{""name"":""point"",""cx"":6782,""cy"":685}","{}"
Karte_des_Deutschen_Reiches_-_429_-_Düren_(1902).jpg,16905146,"{}",4,2,"{""name"":""point"",""cx"":6809,""cy"":5556}","{}"
Karte_des_Deutschen_Reiches_-_429_-_Düren_(1902).jpg,16905146,"{}",4,3,"{""name"":""point"",""cx"":635,""cy"":5567}","{}"
Karte_des_Deutschen_Reiches_-_430_-_Cöln_(1901).jpg,18791572,"{}",4,0,"{""name"":""point"",""cx"":709,""cy"":586}","{}"
Karte_des_Deutschen_Reiches_-_430_-_Cöln_(1901).jpg,18791572,"{}",4,1,"{""name"":""point"",""cx"":6858,""cy"":603}","{}"
Karte_des_Deutschen_Reiches_-_430_-_Cöln_(1901).jpg,18791572,"{}",4,2,"{""name"":""point"",""cx"":6859,""cy"":5443}","{}"
Karte_des_Deutschen_Reiches_-_430_-_Cöln_(1901).jpg,18791572,"{}",4,3,"{""name"":""point"",""cx"":674,""cy"":5418}","{}"
Karte_des_Deutschen_Reiches_-_431_-_Waldbröhl_(1901).jpg,21449097,"{}",4,0,"{""name"":""point"",""cx"":671,""cy"":667}","{}"
Karte_des_Deutschen_Reiches_-_431_-_Waldbröhl_(1901).jpg,21449097,"{}",4,1,"{""name"":""point"",""cx"":6809,""cy"":664}","{}"
Karte_des_Deutschen_Reiches_-_431_-_Waldbröhl_(1901).jpg,21449097,"{}",4,2,"{""name"":""point"",""cx"":6808,""cy"":5502}","{}"
Karte_des_Deutschen_Reiches_-_431_-_Waldbröhl_(1901).jpg,21449097,"{}",4,3,"{""name"":""point"",""cx"":635,""cy"":5491}","{}"
Karte_des_Deutschen_Reiches_-_432_-_Siegen_(1904).jpg,19354325,"{}",4,0,"{""name"":""point"",""cx"":713,""cy"":699}","{}"
Karte_des_Deutschen_Reiches_-_432_-_Siegen_(1904).jpg,19354325,"{}",4,1,"{""name"":""point"",""cx"":6938,""cy"":736}","{}"
Karte_des_Deutschen_Reiches_-_432_-_Siegen_(1904).jpg,19354325,"{}",4,2,"{""name"":""point"",""cx"":6922,""cy"":5633}","{}"
Karte_des_Deutschen_Reiches_-_432_-_Siegen_(1904).jpg,19354325,"{}",4,3,"{""name"":""point"",""cx"":666,""cy"":5579}","{}"
Karte_des_Deutschen_Reiches_-_433_-_Marburg_(1911).jpg,17898004,"{}",4,0,"{""name"":""point"",""cx"":632,""cy"":720}","{}"
Karte_des_Deutschen_Reiches_-_433_-_Marburg_(1911).jpg,17898004,"{}",4,1,"{""name"":""point"",""cx"":6808,""cy"":728}","{}"
Karte_des_Deutschen_Reiches_-_433_-_Marburg_(1911).jpg,17898004,"{}",4,2,"{""name"":""point"",""cx"":6814,""cy"":5570}","{}"
Karte_des_Deutschen_Reiches_-_433_-_Marburg_(1911).jpg,17898004,"{}",4,3,"{""name"":""point"",""cx"":611,""cy"":5552}","{}"
Karte_des_Deutschen_Reiches_-_434_-_Ziegenhain_(1912).jpg,18693096,"{}",4,0,"{""name"":""point"",""cx"":611,""cy"":673}","{}"
Karte_des_Deutschen_Reiches_-_434_-_Ziegenhain_(1912).jpg,18693096,"{}",4,1,"{""name"":""point"",""cx"":6776,""cy"":665}","{}"
Karte_des_Deutschen_Reiches_-_434_-_Ziegenhain_(1912).jpg,18693096,"{}",4,2,"{""name"":""point"",""cx"":6795,""cy"":5508}","{}"
Karte_des_Deutschen_Reiches_-_434_-_Ziegenhain_(1912).jpg,18693096,"{}",4,3,"{""name"":""point"",""cx"":594,""cy"":5510}","{}"
Karte_des_Deutschen_Reiches_-_571_Pirmasens_(1885).jpg,21979006,"{}",4,0,"{""name"":""point"",""cx"":640,""cy"":709}","{}"
Karte_des_Deutschen_Reiches_-_571_Pirmasens_(1885).jpg,21979006,"{}",4,1,"{""name"":""point"",""cx"":6971,""cy"":690}","{}"
Karte_des_Deutschen_Reiches_-_571_Pirmasens_(1885).jpg,21979006,"{}",4,2,"{""name"":""point"",""cx"":6995,""cy"":5564}","{}"
Karte_des_Deutschen_Reiches_-_571_Pirmasens_(1885).jpg,21979006,"{}",4,3,"{""name"":""point"",""cx"":642,""cy"":5571}","{}"
Karte_des_Deutschen_Reiches_-_572_-_Landau_(1886).jpg,19797973,"{}",4,0,"{""name"":""point"",""cx"":633,""cy"":748}","{}"
Karte_des_Deutschen_Reiches_-_572_-_Landau_(1886).jpg,19797973,"{}",4,1,"{""name"":""point"",""cx"":6971,""cy"":747}","{}"
Karte_des_Deutschen_Reiches_-_572_-_Landau_(1886).jpg,19797973,"{}",4,2,"{""name"":""point"",""cx"":6989,""cy"":5644}","{}"
Karte_des_Deutschen_Reiches_-_572_-_Landau_(1886).jpg,19797973,"{}",4,3,"{""name"":""point"",""cx"":616,""cy"":5635}","{}"
Karte_des_Deutschen_Reiches_-_581_-_Cham_(1891).jpg,21557191,"{}",4,0,"{""name"":""point"",""cx"":549,""cy"":727}","{}"
Karte_des_Deutschen_Reiches_-_581_-_Cham_(1891).jpg,21557191,"{}",4,1,"{""name"":""point"",""cx"":6864,""cy"":721}","{}"
Karte_des_Deutschen_Reiches_-_581_-_Cham_(1891).jpg,21557191,"{}",4,2,"{""name"":""point"",""cx"":6885,""cy"":5594}","{}"
Karte_des_Deutschen_Reiches_-_581_-_Cham_(1891).jpg,21557191,"{}",4,3,"{""name"":""point"",""cx"":538,""cy"":5597}","{}"
Karte_des_Deutschen_Reiches_-_602_-_Straßburg_(1886).jpg,19774730,"{}",4,0,"{""name"":""point"",""cx"":583,""cy"":748}","{}"
Karte_des_Deutschen_Reiches_-_602_-_Straßburg_(1886).jpg,19774730,"{}",4,1,"{""name"":""point"",""cx"":7043,""cy"":740}","{}"
Karte_des_Deutschen_Reiches_-_602_-_Straßburg_(1886).jpg,19774730,"{}",4,2,"{""name"":""point"",""cx"":7047,""cy"":5602}","{}"
Karte_des_Deutschen_Reiches_-_602_-_Straßburg_(1886).jpg,19774730,"{}",4,3,"{""name"":""point"",""cx"":556,""cy"":5598}","{}"
